Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,floor_area_sqft,price_per_sqft
2017-11,TOA PAYOH,3 ROOM,85A,LOR 4 TOA PAYOH,19 TO 21,68.0,Improved,1972,280000.0,731.9452,382.5422996147799
2017-11,TOA PAYOH,3 ROOM,178,TOA PAYOH CTRL,04 TO 06,67.0,Improved,1972,310000.0,721.1813,429.8503025522154
2017-11,TOA PAYOH,3 ROOM,183,TOA PAYOH CTRL,01 TO 03,67.0,Improved,1972,315000.0,721.1813,436.78337194821887
2017-11,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,10 TO 12,65.0,Improved,1972,330000.0,699.6535,471.6620441404209
2017-11,TOA PAYOH,3 ROOM,177,TOA PAYOH CTRL,01 TO 03,67.0,Improved,1972,350000.0,721.1813,485.3148577202432
2017-12,BEDOK,3 ROOM,21,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,260000.0,699.6535,371.6125196257862
2017-12,JURONG WEST,3 ROOM,119,HO CHING RD,01 TO 03,67.0,Improved,1972,235888.0,721.1813,327.0855747368935
2017-12,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,04 TO 06,71.0,Improved,1972,335000.0,764.2369,438.34575378393794
2017-12,KALLANG/WHAMPOA,3 ROOM,65,JLN MA'MOR,01 TO 03,249.0,Terrace,1972,1053888.0,2680.2111,393.2108183568078
2017-12,KALLANG/WHAMPOA,3 ROOM,62,JLN MA'MOR,01 TO 03,81.0,Terrace,1972,720000.0,871.8759,825.8055991684138
2017-12,KALLANG/WHAMPOA,4 ROOM,26,BENDEMEER RD,01 TO 03,83.0,Improved,1972,432888.0,893.4037,484.5379529992992
2017-12,KALLANG/WHAMPOA,4 ROOM,69,MOULMEIN RD,10 TO 12,84.0,Improved,1972,550000.0,904.1676,608.2943029588762
2017-12,TOA PAYOH,3 ROOM,169,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1972,269000.0,699.6535,384.4760299205249
2018-01,JURONG WEST,3 ROOM,119,HO CHING RD,01 TO 03,67.0,Improved,1972,220000.0,721.1813,305.05505342415285
2018-01,JURONG WEST,3 ROOM,119,HO CHING RD,10 TO 12,67.0,Improved,1972,220000.0,721.1813,305.05505342415285
2018-01,JURONG WEST,3 ROOM,119,HO CHING RD,01 TO 03,67.0,Improved,1972,222000.0,721.1813,307.82828118255424
2018-01,JURONG WEST,3 ROOM,120,HO CHING RD,04 TO 06,76.0,Improved,1972,240000.0,818.0563999999999,293.37830496772597
2018-01,KALLANG/WHAMPOA,3 ROOM,45,BENDEMEER RD,01 TO 03,77.0,Improved,1972,290000.0,828.8203,349.894904842461
2018-01,KALLANG/WHAMPOA,3 ROOM,63,JLN MA'MOR,01 TO 03,116.0,Terrace,1972,788000.0,1248.6124,631.1005721231024
2018-01,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,01 TO 03,66.0,Improved,1972,255000.0,710.4173999999999,358.9439110021799
2018-02,JURONG WEST,3 ROOM,119,HO CHING RD,10 TO 12,67.0,Improved,1972,212000.0,721.1813,293.9621423905473
2018-02,JURONG WEST,3 ROOM,119,HO CHING RD,04 TO 06,67.0,Improved,1972,230000.0,721.1813,318.9211922161598
2018-02,KALLANG/WHAMPOA,3 ROOM,26,BENDEMEER RD,16 TO 18,71.0,Improved,1972,368000.0,764.2369,481.52608176862435
2018-02,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,16 TO 18,71.0,Improved,1972,380000.0,764.2369,497.22801921760123
2018-02,KALLANG/WHAMPOA,3 ROOM,52,JLN BAHAGIA,01 TO 03,141.0,Terrace,1972,900000.0,1517.7098999999998,592.99870153051
2018-02,TOA PAYOH,3 ROOM,85A,LOR 4 TOA PAYOH,04 TO 06,78.0,Improved,1972,380000.0,839.5842,452.60499185191907
2018-03,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,251000.0,699.6535,358.74900933104743
2018-03,GEYLANG,3 ROOM,93,PAYA LEBAR WAY,07 TO 09,58.0,Improved,1972,205000.0,624.3062,328.3645108762335
2018-03,KALLANG/WHAMPOA,3 ROOM,30,BENDEMEER RD,04 TO 06,68.0,Improved,1972,320000.0,731.9452,437.19119955974844
2018-03,TOA PAYOH,3 ROOM,85B,LOR 4 TOA PAYOH,13 TO 15,68.0,Improved,1972,300000.0,731.9452,409.86674958726417
2018-03,TOA PAYOH,3 ROOM,85B,LOR 4 TOA PAYOH,19 TO 21,78.0,Improved,1972,368000.0,839.5842,438.3122026355427
2018-04,BEDOK,3 ROOM,20,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,275000.0,699.6535,393.0517034503508
2018-04,JURONG WEST,3 ROOM,119,HO CHING RD,01 TO 03,67.0,Improved,1972,200000.0,721.1813,277.32277584013895
2018-04,JURONG WEST,3 ROOM,120,HO CHING RD,04 TO 06,67.0,Improved,1972,215000.0,721.1813,298.12198402814937
2018-04,KALLANG/WHAMPOA,3 ROOM,26,BENDEMEER RD,22 TO 24,71.0,Improved,1972,368000.0,764.2369,481.52608176862435
2018-04,TOA PAYOH,2 ROOM,160,LOR 1 TOA PAYOH,10 TO 12,41.0,Improved,1972,225000.0,441.31989999999996,509.83424948659695
2018-04,TOA PAYOH,2 ROOM,160,LOR 1 TOA PAYOH,04 TO 06,45.0,Improved,1972,250000.0,484.3755,516.1284994802586
2018-04,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1972,313000.0,699.6535,447.3643024725811
2018-04,TOA PAYOH,5 ROOM,168,LOR 1 TOA PAYOH,10 TO 12,150.0,Adjoined flat,1972,735000.0,1614.585,455.2253365415881
2018-05,GEYLANG,3 ROOM,37,CIRCUIT RD,04 TO 06,59.0,Standard,1972,262000.0,635.0701,412.5528819574406
2018-05,JURONG WEST,3 ROOM,120,HO CHING RD,07 TO 09,67.0,Improved,1972,230000.0,721.1813,318.9211922161598
2018-05,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,10 TO 12,68.0,Improved,1972,290000.0,731.9452,396.20452460102206
2018-05,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,04 TO 06,68.0,Improved,1972,318000.0,731.9452,434.4587545625
2018-05,KALLANG/WHAMPOA,3 ROOM,44,JLN BAHAGIA,01 TO 03,185.0,Terrace,1972,968000.0,1991.3215,486.10934999697434
2018-05,KALLANG/WHAMPOA,4 ROOM,28,BENDEMEER RD,22 TO 24,83.0,Improved,1972,470000.0,893.4037,526.0779645304805
2018-05,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,10 TO 12,65.0,Improved,1972,260000.0,699.6535,371.6125196257862
2018-05,TOA PAYOH,3 ROOM,85B,LOR 4 TOA PAYOH,13 TO 15,68.0,Improved,1972,300000.0,731.9452,409.86674958726417
2018-05,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,04 TO 06,68.0,Improved,1972,308000.0,731.9452,420.7965295762579
2018-05,TOA PAYOH,3 ROOM,85A,LOR 4 TOA PAYOH,19 TO 21,68.0,Improved,1972,340000.0,731.9452,464.5156495322327
2018-06,BEDOK,3 ROOM,20,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,245000.0,699.6535,350.1733358012216
2018-06,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,75.0,Improved,1972,270000.0,807.2925,334.45126766320755
2018-06,GEYLANG,3 ROOM,93,PAYA LEBAR WAY,07 TO 09,58.0,Improved,1972,237000.0,624.3062,379.6214101349626
2018-06,JURONG WEST,3 ROOM,119,HO CHING RD,01 TO 03,67.0,Improved,1972,224000.0,721.1813,310.6015089409556
2018-06,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,10 TO 12,71.0,Improved,1972,368000.0,764.2369,481.52608176862435
2018-06,KALLANG/WHAMPOA,3 ROOM,46,JLN BAHAGIA,01 TO 03,93.0,Terrace,1972,730000.0,1001.0427,729.2396218463009
2018-06,KALLANG/WHAMPOA,3 ROOM,58,JLN MA'MOR,01 TO 03,174.0,Terrace,1972,950000.0,1872.9186,507.22973224784033
2018-06,TOA PAYOH,3 ROOM,85A,LOR 4 TOA PAYOH,16 TO 18,68.0,Improved,1972,300000.0,731.9452,409.86674958726417
2018-06,TOA PAYOH,3 ROOM,183,TOA PAYOH CTRL,04 TO 06,64.0,Improved,1972,315000.0,688.8896,457.2575925082916
2018-07,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,265000.0,699.6535,378.7589142339744
2018-07,BEDOK,3 ROOM,20,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,280000.0,699.6535,400.19809805853896
2018-07,GEYLANG,3 ROOM,91,PAYA LEBAR WAY,04 TO 06,67.0,Improved,1972,265000.0,721.1813,367.4526779881841
2018-07,JURONG WEST,3 ROOM,119,HO CHING RD,07 TO 09,67.0,Improved,1972,230000.0,721.1813,318.9211922161598
2018-07,JURONG WEST,3 ROOM,119,HO CHING RD,07 TO 09,67.0,Improved,1972,230000.0,721.1813,318.9211922161598
2018-07,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,01 TO 03,68.0,Improved,1972,265000.0,731.9452,362.0489621354167
2018-07,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,07 TO 09,68.0,Improved,1972,280000.0,731.9452,382.5422996147799
2018-07,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,07 TO 09,68.0,Improved,1972,315000.0,731.9452,430.3600870666274
2018-07,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,07 TO 09,68.0,Improved,1972,350000.0,731.9452,478.1778745184749
2018-07,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,78.0,Improved,1972,370000.0,839.5842,440.6943341716054
2018-07,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,22 TO 24,71.0,Improved,1972,410000.0,764.2369,536.4828628400435
2018-07,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,01 TO 03,65.0,Improved,1972,270000.0,699.6535,385.9053088421626
2018-07,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1972,330000.0,699.6535,471.6620441404209
2018-08,BEDOK,3 ROOM,20,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,260000.0,699.6535,371.6125196257862
2018-08,GEYLANG,3 ROOM,37,CIRCUIT RD,01 TO 03,58.0,Standard,1972,250000.0,624.3062,400.4445254588213
2018-08,JURONG WEST,3 ROOM,120,HO CHING RD,01 TO 03,67.0,Improved,1972,218800.0,721.1813,303.39111676911205
2018-08,KALLANG/WHAMPOA,3 ROOM,30,BENDEMEER RD,07 TO 09,68.0,Improved,1972,310000.0,731.9452,423.52897457350633
2018-08,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,13 TO 15,71.0,Improved,1972,368000.0,764.2369,481.52608176862435
2018-08,KALLANG/WHAMPOA,3 ROOM,30,BENDEMEER RD,10 TO 12,78.0,Improved,1972,380000.0,839.5842,452.60499185191907
2018-08,TOA PAYOH,3 ROOM,169,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1972,260000.0,699.6535,371.6125196257862
2018-08,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,07 TO 09,68.0,Improved,1972,290000.0,731.9452,396.20452460102206
2018-08,TOA PAYOH,3 ROOM,184,TOA PAYOH CTRL,01 TO 03,67.0,Improved,1972,303000.0,721.1813,420.14400539781053
2018-08,TOA PAYOH,3 ROOM,168,LOR 1 TOA PAYOH,10 TO 12,65.0,Improved,1972,308888.0,699.6535,441.48710754680707
2018-09,BEDOK,3 ROOM,20,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,250000.0,699.6535,357.3197304094098
2018-09,GEYLANG,3 ROOM,91,PAYA LEBAR WAY,07 TO 09,58.0,Improved,1972,250000.0,624.3062,400.4445254588213
2018-09,KALLANG/WHAMPOA,3 ROOM,45,BENDEMEER RD,01 TO 03,66.0,Improved,1972,200000.0,710.4173999999999,281.5246360801411
2018-09,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,310000.0,731.9452,423.52897457350633
2018-09,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,316000.0,731.9452,431.7263095652516
2018-09,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,336000.0,731.9452,459.05075953773587
2018-09,KALLANG/WHAMPOA,3 ROOM,41,JLN BAHAGIA,01 TO 03,237.0,Terrace,1972,1185000.0,2551.0443,464.5156495322327
2018-09,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,04 TO 06,66.0,Improved,1972,260000.0,710.4173999999999,365.9820269041834
2018-09,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1972,279000.0,699.6535,398.76881913690136
2018-10,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,250000.0,699.6535,357.3197304094098
2018-10,KALLANG/WHAMPOA,3 ROOM,30,BENDEMEER RD,07 TO 09,68.0,Improved,1972,315000.0,731.9452,430.3600870666274
2018-10,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,22 TO 24,71.0,Improved,1972,380000.0,764.2369,497.22801921760123
2018-10,KALLANG/WHAMPOA,3 ROOM,61,JLN TENTERAM,01 TO 03,94.0,Terrace,1972,645000.0,1011.8066,637.4736041452982
2018-10,KALLANG/WHAMPOA,3 ROOM,38,JLN BAHAGIA,01 TO 03,83.0,Terrace,1972,710000.0,893.4037,794.7135208864705
2018-10,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,01 TO 03,66.0,Improved,1972,235000.0,710.4173999999999,330.7914473941658
2018-10,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,01 TO 03,65.0,Improved,1972,283500.0,699.6535,405.2005742842707
2018-10,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1972,285000.0,699.6535,407.34449266672715
2018-10,TOA PAYOH,3 ROOM,85B,LOR 4 TOA PAYOH,10 TO 12,68.0,Improved,1972,295000.0,731.9452,403.0356370941431
2018-11,BEDOK,3 ROOM,21,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,268000.0,699.6535,383.0467509988873
2018-11,KALLANG/WHAMPOA,3 ROOM,45,BENDEMEER RD,07 TO 09,66.0,Improved,1972,270000.0,710.4173999999999,380.05825870819046
2018-11,KALLANG/WHAMPOA,3 ROOM,40,JLN BAHAGIA,01 TO 03,91.0,Terrace,1972,775000.0,979.5149,791.2079744779788
2018-11,TOA PAYOH,2 ROOM,160,LOR 1 TOA PAYOH,04 TO 06,41.0,Improved,1972,207000.0,441.31989999999996,469.0475095276692
2018-11,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,04 TO 06,68.0,Improved,1972,240000.0,731.9452,327.89339966981134
2018-11,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,07 TO 09,77.0,Improved,1972,265000.0,828.8203,319.7315509767316
2018-11,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,04 TO 06,68.0,Improved,1972,270000.0,731.9452,368.8800746285378
2018-11,TOA PAYOH,3 ROOM,85A,LOR 4 TOA PAYOH,16 TO 18,68.0,Improved,1972,300000.0,731.9452,409.86674958726417
2018-11,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,10 TO 12,68.0,Improved,1972,320000.0,731.9452,437.19119955974844
2018-11,TOA PAYOH,3 ROOM,85B,LOR 4 TOA PAYOH,19 TO 21,78.0,Improved,1972,355000.0,839.5842,422.82834765113495
2018-12,JURONG WEST,3 ROOM,119,HO CHING RD,01 TO 03,67.0,Improved,1972,200000.0,721.1813,277.32277584013895
2018-12,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,10 TO 12,68.0,Improved,1972,290000.0,731.9452,396.20452460102206
2018-12,KALLANG/WHAMPOA,3 ROOM,63,JLN MA'MOR,01 TO 03,110.0,Terrace,1972,693000.0,1184.029,585.2897184106132
2018-12,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,316000.0,731.9452,431.7263095652516
2018-12,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1972,308000.0,699.6535,440.2179078643929
2018-12,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,07 TO 09,66.0,Improved,1972,280000.0,710.4173999999999,394.13449051219754
2018-12,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1972,290000.0,699.6535,414.49088727491534
2019-01,BEDOK,3 ROOM,19,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,250000.0,699.6535,357.3197304094098
2019-01,BEDOK,3 ROOM,21,CHAI CHEE RD,10 TO 12,65.0,Improved,1972,265000.0,699.6535,378.7589142339744
2019-01,GEYLANG,3 ROOM,37,CIRCUIT RD,01 TO 03,58.0,Standard,1972,210000.0,624.3062,336.3734013854099
2019-01,KALLANG/WHAMPOA,3 ROOM,45,BENDEMEER RD,07 TO 09,66.0,Improved,1972,280000.0,710.4173999999999,394.13449051219754
2019-01,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,07 TO 09,68.0,Improved,1972,305000.0,731.9452,416.6978620803853
2019-01,KALLANG/WHAMPOA,3 ROOM,26,BENDEMEER RD,01 TO 03,71.0,Improved,1972,335000.0,764.2369,438.34575378393794
2019-01,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,340000.0,731.9452,464.5156495322327
2019-01,KALLANG/WHAMPOA,3 ROOM,46,JLN BAHAGIA,01 TO 03,93.0,Terrace,1972,660000.0,1001.0427,659.3125348199433
2019-01,TOA PAYOH,2 ROOM,161,LOR 1 TOA PAYOH,04 TO 06,40.0,Improved,1972,215000.0,430.556,499.3543232471502
2019-01,TOA PAYOH,3 ROOM,85,LOR 4 TOA PAYOH,01 TO 03,68.0,Improved,1972,200000.0,731.9452,273.2444997248428
2019-01,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,01 TO 03,65.0,Improved,1972,234000.0,699.6535,334.45126766320755
2019-01,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1972,320000.0,699.6535,457.3692549240445
2019-02,BEDOK,3 ROOM,21,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,252000.0,699.6535,360.1782882526851
2019-02,BEDOK,3 ROOM,20,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,265000.0,699.6535,378.7589142339744
2019-02,TOA PAYOH,3 ROOM,168,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1972,258000.0,699.6535,368.7539617825109
2019-02,TOA PAYOH,3 ROOM,85A,LOR 4 TOA PAYOH,04 TO 06,68.0,Improved,1972,286500.0,731.9452,391.4227458558373
2019-03,BEDOK,3 ROOM,19,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,236000.0,699.6535,337.30982550648287
2019-03,BEDOK,3 ROOM,20,CHAI CHEE RD,04 TO 06,75.0,Improved,1972,280000.0,807.2925,346.8383516507338
2019-03,GEYLANG,3 ROOM,37,CIRCUIT RD,13 TO 15,58.0,Standard,1972,250000.0,624.3062,400.4445254588213
2019-03,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,01 TO 03,68.0,Improved,1972,273000.0,731.9452,372.9787421244104
2019-03,KALLANG/WHAMPOA,3 ROOM,30,BENDEMEER RD,07 TO 09,68.0,Improved,1972,328000.0,731.9452,448.1209795487422
2019-03,KALLANG/WHAMPOA,3 ROOM,54,JLN MA'MOR,01 TO 03,88.0,Terrace,1972,790000.0,947.2231999999999,834.016734387418
2019-03,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,01 TO 03,65.0,Improved,1972,238000.0,699.6535,340.16838334975813
2019-03,TOA PAYOH,3 ROOM,163,LOR 1 TOA PAYOH,01 TO 03,65.0,Improved,1972,240000.0,699.6535,343.0269411930334
2019-03,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,10 TO 12,65.0,Improved,1972,290000.0,699.6535,414.49088727491534
2019-03,TOA PAYOH,3 ROOM,183,TOA PAYOH CTRL,01 TO 03,67.0,Improved,1972,310000.0,721.1813,429.8503025522154
2019-03,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1972,366000.0,699.6535,523.116085319376
2019-04,BEDOK,3 ROOM,21,CHAI CHEE RD,07 TO 09,65.0,Improved,1972,257000.0,699.6535,367.3246828608733
2019-04,BEDOK,3 ROOM,20,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,250000.0,699.6535,357.3197304094098
2019-04,JURONG WEST,3 ROOM,119,HO CHING RD,10 TO 12,67.0,Improved,1972,210000.0,721.1813,291.1889146321459
2019-04,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,01 TO 03,68.0,Improved,1972,250000.0,731.9452,341.5556246560535
2019-04,KALLANG/WHAMPOA,3 ROOM,46,JLN BAHAGIA,01 TO 03,92.0,Terrace,1972,750000.0,990.2787999999999,757.362472063423
2019-04,KALLANG/WHAMPOA,3 ROOM,53,JLN MA'MOR,01 TO 03,119.0,Terrace,1972,800000.0,1280.9041,624.5588565139263
2019-04,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,07 TO 09,68.0,Improved,1972,300000.0,731.9452,409.86674958726417
2019-04,KALLANG/WHAMPOA,4 ROOM,26,BENDEMEER RD,07 TO 09,83.0,Improved,1972,455000.0,893.4037,509.2882422582311
2019-04,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,16 TO 18,68.0,Improved,1972,295000.0,731.9452,403.0356370941431
2019-04,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,10 TO 12,68.0,Improved,1972,260000.0,731.9452,355.2178496422956
2019-05,BEDOK,3 ROOM,19,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,255000.0,699.6535,364.466125017598
2019-05,KALLANG/WHAMPOA,3 ROOM,41,JLN BAHAGIA,01 TO 03,91.0,Terrace,1972,635000.0,979.5149,648.280082314215
2019-05,KALLANG/WHAMPOA,3 ROOM,43,JLN BAHAGIA,01 TO 03,100.0,Terrace,1972,810000.0,1076.3899999999999,752.5153522422171
2019-05,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,04 TO 06,68.0,Improved,1972,302000.0,731.9452,412.5991945845126
2019-05,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,07 TO 09,68.0,Improved,1972,330000.0,731.9452,450.8534245459906
2019-05,KALLANG/WHAMPOA,4 ROOM,26,BENDEMEER RD,07 TO 09,83.0,Improved,1972,450000.0,893.4037,503.6916681674813
2019-05,TOA PAYOH,3 ROOM,85A,LOR 4 TOA PAYOH,07 TO 09,68.0,Improved,1972,298000.0,731.9452,407.13430459001574
2019-06,GEYLANG,3 ROOM,93,PAYA LEBAR WAY,01 TO 03,58.0,Improved,1972,208000.0,624.3062,333.16984518173933
2019-06,KALLANG/WHAMPOA,3 ROOM,30,BENDEMEER RD,10 TO 12,78.0,Improved,1972,380000.0,839.5842,452.60499185191907
2019-06,KALLANG/WHAMPOA,3 ROOM,45,BENDEMEER RD,04 TO 06,66.0,Improved,1972,273000.0,710.4173999999999,384.28112824939257
2019-06,KALLANG/WHAMPOA,3 ROOM,51,JLN BAHAGIA,01 TO 03,90.0,Terrace,1972,750000.0,968.751,774.1927492203879
2019-06,KALLANG/WHAMPOA,3 ROOM,59,JLN MA'MOR,01 TO 03,79.0,Terrace,1972,730000.0,850.3480999999999,858.4719598950124
2019-06,KALLANG/WHAMPOA,5 ROOM,45,BENDEMEER RD,07 TO 09,132.0,Adjoined flat,1972,570000.0,1420.8347999999999,401.172606414201
2019-06,TOA PAYOH,3 ROOM,163,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1972,285000.0,699.6535,407.34449266672715
2019-06,TOA PAYOH,3 ROOM,163,LOR 1 TOA PAYOH,07 TO 09,65.0,Improved,1972,280000.0,699.6535,400.19809805853896
2019-06,TOA PAYOH,3 ROOM,178,TOA PAYOH CTRL,01 TO 03,67.0,Improved,1972,308000.0,721.1813,427.077074793814
2019-06,TOA PAYOH,3 ROOM,183,TOA PAYOH CTRL,01 TO 03,67.0,Improved,1972,342000.0,721.1813,474.22194668663764
2019-07,KALLANG/WHAMPOA,3 ROOM,26,BENDEMEER RD,16 TO 18,71.0,Improved,1972,330000.0,764.2369,431.80327984686426
2019-07,KALLANG/WHAMPOA,3 ROOM,42,JLN BAHAGIA,01 TO 03,169.0,Terrace,1972,975000.0,1819.0991,535.9795956141147
2019-07,KALLANG/WHAMPOA,3 ROOM,53,JLN MA'MOR,01 TO 03,108.0,Terrace,1972,845000.0,1162.5012,726.8809701013643
2019-07,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,04 TO 06,68.0,Improved,1972,312000.0,731.9452,426.26141957075475
2019-07,TOA PAYOH,3 ROOM,163,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1972,258888.0,699.6535,370.0231614649251
2019-07,TOA PAYOH,3 ROOM,159,LOR 1 TOA PAYOH,01 TO 03,65.0,Improved,1972,270000.0,699.6535,385.9053088421626
2019-07,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,04 TO 06,66.0,Improved,1972,245000.0,710.4173999999999,344.8676791981728
2019-07,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,10 TO 12,68.0,Improved,1972,235000.0,731.9452,321.0622871766903
2019-07,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,10 TO 12,68.0,Improved,1972,260000.0,731.9452,355.2178496422956
2019-07,TOA PAYOH,3 ROOM,183,TOA PAYOH CTRL,04 TO 06,64.0,Improved,1972,340000.0,688.8896,493.5478776279973
2019-08,BEDOK,3 ROOM,19,CHAI CHEE RD,04 TO 06,65.0,Improved,1972,255000.0,699.6535,364.466125017598
2019-08,JURONG WEST,3 ROOM,119,HO CHING RD,04 TO 06,67.0,Improved,1972,223000.0,721.1813,309.21489506175493
2019-08,JURONG WEST,3 ROOM,119,HO CHING RD,07 TO 09,67.0,Improved,1972,210000.0,721.1813,291.1889146321459
2019-08,JURONG WEST,3 ROOM,119,HO CHING RD,01 TO 03,67.0,Improved,1972,205000.0,721.1813,284.2558452361424
2019-08,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,07 TO 09,68.0,Improved,1972,320000.0,731.9452,437.19119955974844
2019-08,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,07 TO 09,68.0,Improved,1972,347000.0,731.9452,474.07920702260225
2019-08,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,295000.0,731.9452,403.0356370941431
2019-08,TOA PAYOH,3 ROOM,173,LOR 1 TOA PAYOH,07 TO 09,66.0,Improved,1972,230000.0,710.4173999999999,323.75333149216226
2019-08,TOA PAYOH,3 ROOM,158,LOR 1 TOA PAYOH,04 TO 06,65.0,Improved,1972,336000.0,699.6535,480.23771767024675
2019-08,TOA PAYOH,3 ROOM,85B,LOR 4 TOA PAYOH,16 TO 18,68.0,Improved,1972,288000.0,731.9452,393.47207960377364
2019-09,BEDOK,3 ROOM,20,CHAI CHEE RD,01 TO 03,65.0,Improved,1972,270000.0,699.6535,385.9053088421626
